iter	Logloss
153	0.2581424531
154	0.2571624531
155	0.2564645
156	0.2557171719
157	0.2549467812
158	0.2542594531
159	0.2535307656
160	0.2525977812
161	0.2517685781
162	0.2510708281
163	0.2504537344
164	0.2496862969
165	0.24881225
166	0.2479808125
167	0.2474035938
168	0.2467859531
169	0.2460154375
170	0.2454417031
171	0.2444964688
172	0.2439905625
173	0.2434293437
174	0.2426286406
175	0.2418660938
176	0.2410303594
177	0.2402740781
178	0.2397482344
179	0.239207
180	0.2385499375
181	0.2379708906
182	0.2373677031
183	0.2368441094
184	0.2363863281
185	0.2358295625
186	0.2353357188
187	0.23479225
188	0.2342529375
189	0.2335889844
190	0.2330346719
191	0.2322880156
192	0.2316837656
193	0.2310320312
194	0.2304919219
195	0.2297469219
196	0.2291086719
197	0.2284829375
198	0.2278777969
199	0.2272288125
200	0.2266567656
201	0.2262314375
202	0.2256198437
203	0.2250604375
204	0.2244689375
205	0.2239673125
206	0.2233968281
207	0.2228822969
208	0.2223891094
209	0.2219064062
210	0.2214464375
211	0.2210662187
212	0.2205864063
213	0.2201085625
214	0.2196051562
215	0.2191615156
216	0.2186297812
217	0.2180674844
218	0.2175643281
219	0.2171220469
220	0.2167828438
221	0.2162913125
222	0.2158589219
223	0.2154943438
224	0.2150414219
225	0.214595375
226	0.2142015469
227	0.213892125
228	0.2133820781
229	0.2129597656
230	0.2126159375
231	0.2121671562
232	0.2116935625
233	0.2112913906
234	0.2108829531
235	0.2104448125
236	0.2100533594
237	0.2097114687
238	0.2092988906
239	0.2088714375
240	0.2083240313
241	0.2079700312
242	0.2074247344
243	0.2070454844
244	0.2066743437
245	0.2061680625
246	0.20577725
247	0.2054185
248	0.2050648594
249	0.2046112187
250	0.2042918125
251	0.2038923594
252	0.2035335156
253	0.2030712188
254	0.2027804219
255	0.2023760781
256	0.2018960781
257	0.2016137031
258	0.2012772656
259	0.200997125
260	0.2006470312
261	0.2003049375
262	0.1999716719
263	0.1996474531
264	0.1992257969
265	0.1988184844
266	0.1984219688
267	0.1980994062
268	0.1978037187
269	0.1974465625
270	0.1971053437
271	0.1966495781
272	0.1961745781
273	0.1958688125
274	0.19558975
275	0.1951662031
276	0.194844625
277	0.194519125
278	0.1942267656
279	0.1939257813
280	0.1935569844
281	0.193281125
282	0.192994
283	0.1926759531
284	0.192322625
285	0.1919896563
286	0.1915848594
287	0.1911516094
288	0.1908024063
289	0.1903525937
290	0.190085375
291	0.1898046719
292	0.1894197031
293	0.1891224531
294	0.1887286094
295	0.1884569688
296	0.1881642344
297	0.1877537187
298	0.1873514687
299	0.1871309375
300	0.18682175
301	0.1864403281
302	0.1861059063
303	0.1858910938
304	0.1856182969
305	0.1852896719
306	0.18495275
307	0.184708875
308	0.1844176563
309	0.1841345313
310	0.1837883906
311	0.1834605938
312	0.1832355781
313	0.1829665156
314	0.1826894375
315	0.18242275
316	0.1821655156
317	0.1818824687
318	0.1816324062
319	0.181322875
320	0.1810289531
321	0.1807111719
322	0.1804107656
323	0.1802269219
324	0.1798876094
325	0.17966525
326	0.1793773438
327	0.1790675312
328	0.178839125
329	0.1785565781
330	0.1782966875
331	0.1780216094
332	0.1778077188
333	0.1775133437
334	0.1772349531
335	0.1769041094
336	0.1766211875
337	0.1762977969
338	0.1760325
339	0.1757800469
340	0.1755623281
341	0.1753247187
342	0.1750309844
343	0.1747888906
344	0.1745298594
345	0.1742771563
346	0.1740005625
347	0.1737755938
348	0.1735047188
349	0.1732591719
350	0.1729732812
351	0.1727545313
352	0.172546
353	0.1722728125
354	0.1720679375
355	0.1717768437
356	0.1715541719
357	0.1713096562
358	0.1710615
359	0.1708079844
360	0.1705892813
361	0.17042625
362	0.1702135469
363	0.1700004844
364	0.1697560469
365	0.1694850313
366	0.1692808594
367	0.1690720469
368	0.1688850781
369	0.1687474063
370	0.1685400156
371	0.1683352031
372	0.1681148125
373	0.1678908125
374	0.1676152187
375	0.1674039219
376	0.1671716406
377	0.1669355937
378	0.1667254375
379	0.166486125
380	0.16627025
381	0.1660290781
382	0.1658140781
383	0.1655967812
384	0.1653135469
385	0.1650890937
386	0.1648970312
387	0.1647153906
388	0.1645325938
389	0.16428875
390	0.1640625781
391	0.1638596719
392	0.1636481406
393	0.1633630781
394	0.163119
395	0.162892375
396	0.1626548906
397	0.1624177031
398	0.1622580625
399	0.16205025
400	0.1618668437
401	0.1616740625
402	0.1614822344
403	0.161284875
404	0.1610829062
405	0.1608246563
406	0.1605872031
407	0.1603869062
408	0.1601674375
409	0.1599840312
410	0.1598193594
411	0.1596514844
412	0.1594728594
413	0.1592992344
414	0.1590610937
415	0.1588874375
416	0.1587322969
417	0.1584372656
418	0.1582798125
419	0.1580657188
420	0.1578580781
421	0.157665
422	0.1575275625
423	0.1573193125
424	0.1571049375
425	0.156944125
426	0.1567412969
427	0.1565529063
428	0.1563699062
429	0.1561595313
430	0.1559985781
431	0.1557975156
432	0.1556224219
433	0.1554665781
434	0.1552215156
435	0.1550626406
436	0.1548636406
437	0.15471075
438	0.1545719531
439	0.1543691406
440	0.1541913125
441	0.1540265625
442	0.1538317812
443	0.1536912969
444	0.1535203594
445	0.1533834688
446	0.1531963594
447	0.1530239531
448	0.1527605781
449	0.1525823437
450	0.1524217344
451	0.1521892187
452	0.1520146719
453	0.1518278125
454	0.1516362813
455	0.1514378281
456	0.1512751094
457	0.1510840625
458	0.1509505625
459	0.1507630937
460	0.1506149844
461	0.15046725
462	0.1503303438
463	0.1501694375
464	0.1500004688
465	0.1497957813
466	0.14962675
467	0.1494732187
468	0.149289125
469	0.1491283594
470	0.1490221719
471	0.1488997656
472	0.1487476875
473	0.1486378125
474	0.1484755937
475	0.1483143125
476	0.1481412813
477	0.1479671875
478	0.1478366563
479	0.1476875313
480	0.1475388906
481	0.1473586094
482	0.1472279375
483	0.1470642344
484	0.1468930781
485	0.1467429844
486	0.1466075469
487	0.1464608594
488	0.1463525781
489	0.1462165938
490	0.1460889531
491	0.1459192187
492	0.1457726406
493	0.1456489687
494	0.1454960469
495	0.1453340312
496	0.1451999531
497	0.1450755469
498	0.1449687344
499	0.1448279219
500	0.1446525625
501	0.1445377344
502	0.1444474531
503	0.14426725
504	0.14410025
505	0.1439873125
506	0.1438609688
507	0.1436917969
508	0.1435327656
509	0.1433972656
510	0.1432429219
511	0.1431247656
512	0.1429820313
513	0.1428471094
514	0.1426954844
515	0.1425592344
516	0.1424463594
517	0.1423302656
518	0.1421769687
519	0.1420564375
520	0.1418913594
521	0.1417016406
522	0.1415710313
523	0.1414509375
524	0.1412921719
525	0.1411832344
526	0.1410408594
527	0.1409221875
528	0.1407728281
529	0.1406399375
530	0.1405558906
531	0.1404317344
532	0.1402968906
533	0.1401565625
534	0.1400285313
535	0.1398897031
536	0.1397551094
537	0.139614125
538	0.1394721563
539	0.1393715625
540	0.1392607344
541	0.1391318281
542	0.139008125
543	0.1388713437
544	0.1387463594
545	0.1386208906
546	0.1384660625
547	0.1383357188
548	0.1382208125
549	0.1380900938
550	0.137979
551	0.1378500313
552	0.1377662656
553	0.1376197969
554	0.1374729062
555	0.1373489844
556	0.137209
557	0.13710275
558	0.137016125
559	0.1368959063
560	0.1367957031
561	0.1366942188
562	0.1365598125
563	0.1364459219
564	0.1363229375
565	0.1361932969
566	0.1360596562
567	0.1359492031
568	0.1358365156
569	0.1357147969
570	0.1356145469
571	0.1355268437
572	0.1354062969
573	0.135255375
574	0.135120875
575	0.1350532812
576	0.1349354375
577	0.1348522813
578	0.1347440313
579	0.1346541094
580	0.1345393438
581	0.13443375
582	0.13432525
583	0.134199625
584	0.1340987969
585	0.1339822813
586	0.133857625
587	0.1337694688
588	0.1336522813
589	0.1335259219
590	0.1333911563
591	0.1332737031
592	0.1331879531
593	0.1330800625
594	0.1329822656
595	0.1328692812
596	0.1327836094
597	0.1326728594
598	0.1325929531
599	0.13247675
600	0.1323517656
601	0.1322520937
602	0.1321265625
603	0.1320292031
604	0.1319290625
605	0.1318169219
606	0.1316913125
607	0.1315841563
608	0.1314556094
609	0.131352375
610	0.1312531406
611	0.1311521875
612	0.1310353906
613	0.1309275234
614	0.130830875
615	0.1307351953
616	0.1306522734
617	0.1305631953
618	0.1304668438
619	0.1303767891
620	0.1302713516
621	0.1301678516
622	0.1300704219
623	0.1299578984
624	0.1298528203
625	0.1297399922
626	0.1296560781
627	0.1295571406
628	0.1294676328
629	0.1293807656
630	0.1292898203
631	0.1291914531
632	0.1291243359
633	0.1290467656
634	0.1289735391
635	0.1288875156
636	0.1287880703
637	0.1286718437
638	0.1285654531
639	0.1284772969
640	0.1283751875
641	0.1283073281
642	0.1282092031
643	0.1281236094
644	0.1280293437
645	0.1279347031
646	0.1278382578
647	0.1277641563
648	0.1276685078
649	0.1275750703
650	0.1275075391
651	0.1274324219
652	0.1273270234
653	0.1272442734
654	0.1271752266
655	0.1270998906
656	0.1270153125
657	0.1269365547
658	0.1268420625
659	0.1267724453
660	0.1266837109
661	0.1265990703
662	0.1265125078
663	0.1264189141
664	0.1263377578
665	0.1262518672
666	0.126166625
667	0.1260843359
668	0.1259955625
669	0.1259024531
670	0.125828625
671	0.1257297187
672	0.1256324844
673	0.1255360313
674	0.1254668672
675	0.125392625
676	0.1253097109
677	0.1252498984
678	0.1251469141
679	0.1250633281
680	0.1249606953
681	0.1248720547
682	0.1247735625
683	0.1246868672
684	0.1245942187
685	0.1245075781
686	0.1244132734
687	0.1243198359
688	0.1242503516
689	0.1241841094
690	0.1240997344
691	0.1240096172
692	0.1239083281
693	0.1238234687
694	0.1237253281
695	0.1236432109
696	0.1235464141
697	0.1234738438
698	0.1233956562
699	0.1233075156
700	0.12322375
701	0.1231588359
702	0.1230900625
703	0.1230018828
704	0.1229398906
705	0.12285725
706	0.1227843984
707	0.1226996328
708	0.1226214844
709	0.1225296797
710	0.1224482109
711	0.1223812734
712	0.1223043125
713	0.1222167578
714	0.1221484453
715	0.1220878516
716	0.1220074766
717	0.1219303281
718	0.1218478281
719	0.121760125
720	0.1216930703
721	0.1216148203
722	0.1215588438
723	0.121472125
724	0.1214085156
725	0.1213382344
726	0.1212503203
727	0.1211897734
728	0.1211094531
729	0.1210263516
730	0.1209408281
731	0.120862625
732	0.1208013203
733	0.1207295
734	0.120662
735	0.1205922422
736	0.1204959688
737	0.120418625
738	0.1203504766
739	0.1203020938
740	0.1202210859
741	0.1201417969
742	0.1200600313
743	0.1199895547
744	0.1199240625
745	0.1198452344
746	0.1197656953
747	0.1197011953
748	0.1196437188
749	0.1195798125
750	0.1194833906
751	0.1194173906
752	0.1193456953
753	0.1192767109
754	0.1192049531
755	0.1191425234
756	0.119073625
757	0.1190234063
758	0.1189606875
759	0.1188980469
760	0.1188116016
761	0.1187541563
762	0.1186994219
763	0.1186329375
764	0.1185751641
765	0.1185094219
766	0.1184604062
767	0.1183944375
768	0.1183223984
769	0.1182496797
770	0.1181879063
771	0.1181133906
772	0.1180396328
773	0.1179709609
774	0.1179210703
775	0.1178532422
776	0.1177815313
777	0.1176944375
778	0.1176250859
779	0.1175528906
780	0.1174688906
781	0.1173966797
782	0.1173356563
783	0.1172871562
784	0.1172316484
785	0.1171862734
786	0.1171252344
787	0.1170690859
788	0.1170070391
789	0.1169468359
790	0.1168763516
791	0.1168207656
792	0.1167528594
793	0.1167056797
794	0.1166448281
795	0.1165995547
796	0.1165219297
797	0.1164572266
798	0.1163930703
799	0.1163393828
800	0.1162946484
801	0.1162090781
802	0.1161417891
803	0.1160669844
804	0.1160047187
805	0.11595675
806	0.1159037422
807	0.1158390078
808	0.1157864063
809	0.1157401563
810	0.1156762344
811	0.1156234687
812	0.1155590391
813	0.1155069062
814	0.1154549297
815	0.1154063438
816	0.1153566641
817	0.1152861172
818	0.1152213672
819	0.1151667187
820	0.1151051562
821	0.1150204297
822	0.1149680391
823	0.1149085078
824	0.1148572344
825	0.1147953906
826	0.1147199219
827	0.1146461953
828	0.114594125
829	0.1145374453
830	0.1144570078
831	0.1143994141
832	0.1143335391
833	0.1142800234
834	0.1141975391
835	0.1141518672
836	0.1141019453
837	0.1140290938
838	0.11396575
839	0.1139095
840	0.1138481172
841	0.1137975391
842	0.1137537109
843	0.1137016875
844	0.1136293125
845	0.1135729375
846	0.1135053125
847	0.1134625156
848	0.1134113047
849	0.1133568594
850	0.1133192891
851	0.1132637891
852	0.113211
853	0.1131343672
854	0.1130742656
855	0.1129964922
856	0.1129313984
857	0.1128481562
858	0.1127936797
859	0.1127504609
860	0.1127042344
861	0.1126605234
862	0.1125981875
863	0.1125439766
864	0.1124881797
865	0.1124457891
866	0.1124021094
867	0.1123539297
868	0.1122889531
869	0.1122342656
870	0.1121913203
871	0.1121427578
872	0.1120847813
873	0.1120230469
874	0.1119718906
875	0.1119271172
876	0.1118785
877	0.1118363828
878	0.1117849219
879	0.1117355391
880	0.1116903984
881	0.1116291172
882	0.11157025
883	0.1115208594
884	0.1114702734
885	0.1114139687
886	0.1113757578
887	0.1113320625
888	0.1112948984
889	0.1112390938
890	0.1111781172
891	0.1111287422
892	0.1110736953
893	0.1110211016
894	0.1109752031
895	0.1109235078
896	0.1108624844
897	0.1108148984
898	0.1107631328
899	0.1107227109
900	0.1106598828
901	0.1106082344
902	0.1105697031
903	0.1105316719
904	0.1104792266
905	0.1104427734
906	0.1103952656
907	0.1103459219
908	0.1103005234
909	0.1102417422
910	0.1102079609
911	0.1101684766
912	0.1101089375
913	0.1100585078
914	0.1100177031
915	0.1099477656
916	0.1098822031
917	0.1098273438
918	0.1097749844
919	0.1097365937
920	0.1096944844
921	0.1096284844
922	0.1095786719
923	0.1095265781
924	0.1094823125
925	0.1094278516
926	0.1093871719
927	0.1093515703
928	0.1093072656
929	0.1092430625
930	0.1091977578
931	0.109155125
932	0.1091039766
933	0.1090556719
934	0.1090237969
935	0.1089792266
936	0.1089235312
937	0.1088769531
938	0.10883875
939	0.1087882422
940	0.1087298047
941	0.1086881719
942	0.1086385625
943	0.1085883281
944	0.1085364141
945	0.1085007578
946	0.1084582734
947	0.1084158281
948	0.1083704531
949	0.1083234141
950	0.1082850234
951	0.1082462109
952	0.1082050703
953	0.1081583203
954	0.1081089297
955	0.1080636484
956	0.1080276719
957	0.1079783828
958	0.1079334844
959	0.1079006797
960	0.1078481875
961	0.1078027109
962	0.1077600625
963	0.1076933438
964	0.1076527344
965	0.1076142734
966	0.1075721484
967	0.1075222109
968	0.1074808984
969	0.1074380781
970	0.1073741172
971	0.1073321406
972	0.1072858281
973	0.1072430234
974	0.1071849609
975	0.1071303281
976	0.1070914609
977	0.1070448359
978	0.106991
979	0.1069435625
980	0.10688775
981	0.1068474219
982	0.1068076172
983	0.1067629375
984	0.1067149844
985	0.1066771094
986	0.1066394922
987	0.1065942187
988	0.1065545547
989	0.1065146641
990	0.1064823437
991	0.1064404531
992	0.10641175
993	0.1063731641
994	0.1063252188
995	0.1062866406
996	0.1062395078
997	0.1061866406
998	0.1061520391
999	0.1061084453
