iter	Passed	Remaining
1708	3806	40743
1709	3808	40738
1710	3810	40732
1711	3812	40726
1712	3814	40720
1713	3816	40717
1714	3818	40712
1715	3820	40706
1716	3822	40702
1717	3824	40697
1718	3826	40697
1719	3828	40692
1720	3830	40688
1721	3832	40683
1722	3835	40684
1723	3837	40679
1724	3839	40673
1725	3841	40668
1726	3843	40665
1727	3845	40662
1728	3847	40659
1729	3849	40653
1730	3851	40648
1731	3853	40647
1732	3856	40652
1733	3858	40649
1734	3860	40644
1735	3862	40640
1736	3864	40635
1737	3866	40630
1738	3868	40626
1739	3870	40621
1740	3873	40619
1741	3875	40614
1742	3876	40608
1743	3878	40604
1744	3880	40598
1745	3883	40597
1746	3885	40591
1747	3887	40587
1748	3888	40581
1749	3891	40577
1750	3892	40572
1751	3895	40568
1752	3897	40567
1753	3899	40563
1754	3901	40561
1755	3903	40555
1756	3905	40550
1757	3907	40544
1758	3909	40542
1759	3911	40538
1760	3913	40533
1761	3915	40527
1762	3917	40522
1763	3919	40522
1764	3921	40518
1765	3923	40514
1766	3925	40509
1767	3928	40507
1768	3930	40503
1769	3932	40499
1770	3934	40493
1771	3935	40487
1772	3938	40487
1773	3940	40483
1774	3942	40480
1775	3944	40475
1776	3946	40473
1777	3948	40470
1778	3950	40464
1779	3952	40460
1780	3954	40457
1781	3957	40459
1782	3959	40453
1783	3961	40448
1784	3963	40442
1785	3965	40439
1786	3967	40435
1787	3969	40429
1788	3971	40423
1789	3973	40420
1790	3975	40421
1791	3977	40417
1792	3979	40411
1793	3981	40407
1794	3984	40407
1795	3986	40404
1796	3988	40401
1797	3990	40396
1798	3992	40393
1799	3994	40392
1800	3996	40386
1801	3998	40382
1802	4000	40378
1803	4003	40378
1804	4005	40374
1805	4007	40370
1806	4009	40366
1807	4011	40363
1808	4013	40362
1809	4015	40356
1810	4017	40351
1811	4019	40348
1812	4022	40348
1813	4024	40344
1814	4026	40339
1815	4028	40335
1816	4030	40330
1817	4032	40328
1818	4034	40323
1819	4036	40319
1820	4038	40320
1821	4041	40320
1822	4043	40316
1823	4045	40312
1824	4047	40307
1825	4049	40304
1826	4051	40302
1827	4053	40298
1828	4055	40294
1829	4057	40291
1830	4060	40293
1831	4062	40289
1832	4064	40284
1833	4066	40280
1834	4069	40285
1835	4071	40280
1836	4073	40275
1837	4075	40270
1838	4077	40270
1839	4079	40265
1840	4081	40260
1841	4083	40254
1842	4085	40250
1843	4087	40249
1844	4089	40244
1845	4091	40240
1846	4093	40235
1847	4096	40236
1848	4098	40236
1849	4100	40232
1850	4102	40228
1851	4104	40225
1852	4107	40222
1853	4109	40218
1854	4111	40213
1855	4113	40210
1856	4115	40208
1857	4117	40204
1858	4119	40202
1859	4121	40197
1860	4123	40192
1861	4126	40192
1862	4128	40189
1863	4130	40185
1864	4132	40180
1865	4134	40181
1866	4136	40175
1867	4138	40171
1868	4140	40167
1869	4142	40164
1870	4145	40163
1871	4147	40159
1872	4148	40154
1873	4150	40148
1874	4153	40154
1875	4156	40151
1876	4158	40147
1877	4160	40144
1878	4162	40145
1879	4165	40151
1880	4168	40155
1881	4170	40152
1882	4173	40150
1883	4175	40146
1884	4177	40142
1885	4179	40139
1886	4182	40143
1887	4183	40137
1888	4185	40132
1889	4187	40128
1890	4190	40126
1891	4192	40124
1892	4194	40119
1893	4196	40114
1894	4198	40110
1895	4200	40109
1896	4202	40105
1897	4204	40101
1898	4206	40096
1899	4209	40097
1900	4211	40093
1901	4213	40089
1902	4215	40083
1903	4216	40079
1904	4219	40076
1905	4221	40071
1906	4223	40068
1907	4225	40063
1908	4227	40063
1909	4229	40062
1910	4231	40057
1911	4233	40052
1912	4236	40052
1913	4239	40062
1914	4241	40060
1915	4243	40055
1916	4246	40057
1917	4248	40053
1918	4250	40051
1919	4253	40050
1920	4255	40047
1921	4257	40043
1922	4259	40038
1923	4261	40033
1924	4263	40029
1925	4265	40030
1926	4267	40025
1927	4269	40020
1928	4271	40016
1929	4273	40015
1930	4276	40015
1931	4278	40010
1932	4280	40005
1933	4282	40001
1934	4284	40003
1935	4286	39999
1936	4288	39995
1937	4291	39993
1938	4293	39991
1939	4295	39987
1940	4297	39983
1941	4299	39979
1942	4301	39978
1943	4304	39976
1944	4306	39972
1945	4307	39967
1946	4309	39961
1947	4311	39958
1948	4314	39955
1949	4315	39950
1950	4317	39945
1951	4319	39940
1952	4322	39939
1953	4324	39935
1954	4326	39930
1955	4328	39926
1956	4331	39931
1957	4332	39926
1958	4335	39922
1959	4336	39917
1960	4339	39919
1961	4341	39916
1962	4343	39912
1963	4345	39908
1964	4347	39905
1965	4350	39904
1966	4352	39899
1967	4354	39894
1968	4356	39890
1969	4358	39887
1970	4360	39882
1971	4362	39879
1972	4364	39875
1973	4366	39870
1974	4369	39876
1975	4372	39882
1976	4375	39884
1977	4377	39883
1978	4379	39879
1979	4381	39874
1980	4383	39869
1981	4385	39864
1982	4387	39866
1983	4389	39862
1984	4391	39857
1985	4393	39853
1986	4396	39852
1987	4398	39848
1988	4399	39843
1989	4401	39837
1990	4403	39832
1991	4405	39830
1992	4407	39824
1993	4409	39820
1994	4411	39815
1995	4413	39813
1996	4416	39813
1997	4418	39808
1998	4420	39804
1999	4422	39798
2000	4424	39794
2001	4426	39790
2002	4427	39785
2003	4429	39780
2004	4431	39775
2005	4434	39776
2006	4436	39771
2007	4438	39766
2008	4440	39762
2009	4442	39761
2010	4444	39757
2011	4446	39751
2012	4448	39746
2013	4450	39742
2014	4452	39739
2015	4454	39734
2016	4456	39730
2017	4458	39725
2018	4460	39721
2019	4462	39721
2020	4465	39722
2021	4467	39717
2022	4468	39712
2023	4471	39714
2024	4473	39710
2025	4475	39705
2026	4477	39702
2027	4479	39697
2028	4481	39694
2029	4483	39690
2030	4485	39685
2031	4487	39683
2032	4490	39683
2033	4492	39680
2034	4494	39675
2035	4496	39670
2036	4498	39666
2037	4500	39664
2038	4502	39660
2039	4504	39656
2040	4506	39651
2041	4509	39655
2042	4511	39650
2043	4513	39646
2044	4514	39641
2045	4517	39639
2046	4519	39637
2047	4521	39633
2048	4523	39631
2049	4525	39627
2050	4528	39628
2051	4530	39623
2052	4532	39619
2053	4534	39614
2054	4536	39616
2055	4538	39612
2056	4540	39607
2057	4542	39603
2058	4544	39599
2059	4546	39597
2060	4548	39593
2061	4550	39589
2062	4552	39585
2063	4555	39583
2064	4557	39578
2065	4559	39574
2066	4561	39570
2067	4563	39568
2068	4565	39569
2069	4567	39566
2070	4569	39561
2071	4571	39557
2072	4573	39554
2073	4575	39550
2074	4577	39546
2075	4579	39541
2076	4581	39538
2077	4584	39537
2078	4586	39534
2079	4588	39530
2080	4590	39525
2081	4592	39525
2082	4594	39520
2083	4596	39519
2084	4599	39516
2085	4601	39512
2086	4603	39511
2087	4605	39506
2088	4607	39501
2089	4609	39496
2090	4611	39494
2091	4613	39491
2092	4615	39487
2093	4617	39482
2094	4619	39478
2095	4621	39479
2096	4623	39475
2097	4625	39470
2098	4627	39466
2099	4629	39464
2100	4631	39461
2101	4633	39456
2102	4635	39452
2103	4637	39448
2104	4640	39448
2105	4642	39445
2106	4644	39441
2107	4646	39436
2108	4648	39434
2109	4650	39430
2110	4652	39425
2111	4654	39420
2112	4656	39415
2113	4658	39416
2114	4660	39413
2115	4662	39409
2116	4664	39404
2117	4666	39402
2118	4668	39398
2119	4670	39393
2120	4672	39389
2121	4674	39386
2122	4677	39391
2123	4680	39389
2124	4682	39385
2125	4684	39381
2126	4686	39378
2127	4688	39375
2128	4690	39374
2129	4692	39370
2130	4694	39368
2131	4696	39364
2132	4698	39360
2133	4700	39355
2134	4702	39350
2135	4705	39353
2136	4707	39349
2137	4709	39344
2138	4711	39339
2139	4713	39338
2140	4716	39343
2141	4719	39347
2142	4722	39350
2143	4724	39350
2144	4726	39346
2145	4728	39341
2146	4730	39336
2147	4732	39335
2148	4734	39331
2149	4736	39326
2150	4738	39323
2151	4740	39318
2152	4743	39319
2153	4745	39314
2154	4747	39310
2155	4749	39306
2156	4751	39303
2157	4753	39300
2158	4755	39300
2159	4757	39295
2160	4759	39293
2161	4762	39291
2162	4764	39287
2163	4766	39282
2164	4768	39278
2165	4770	39280
2166	4772	39276
2167	4774	39271
2168	4776	39266
2169	4778	39261
2170	4780	39259
2171	4782	39254
2172	4784	39251
2173	4786	39247
2174	4788	39244
2175	4790	39240
2176	4792	39235
2177	4794	39230
2178	4796	39225
2179	4799	39229
2180	4800	39224
2181	4802	39219
2182	4804	39215
2183	4807	39213
2184	4808	39209
2185	4810	39204
2186	4812	39201
2187	4814	39196
2188	4817	39197
2189	4819	39194
2190	4821	39189
2191	4823	39186
2192	4825	39182
2193	4827	39180
2194	4829	39175
2195	4831	39173
2196	4833	39168
2197	4835	39164
2198	4837	39161
2199	4839	39157
2200	4841	39152
2201	4843	39148
2202	4845	39147
2203	4847	39143
2204	4849	39139
2205	4851	39135
2206	4854	39134
2207	4856	39130
2208	4857	39125
2209	4859	39120
2210	4861	39116
2211	4864	39115
2212	4866	39110
2213	4867	39106
2214	4869	39101
2215	4871	39098
2216	4874	39097
2217	4876	39092
2218	4878	39090
2219	4880	39085
2220	4883	39089
2221	4885	39085
2222	4887	39081
2223	4888	39076
2224	4891	39073
2225	4893	39070
2226	4895	39067
2227	4897	39063
2228	4899	39059
2229	4901	39056
2230	4903	39052
2231	4905	39047
2232	4906	39042
2233	4909	39039
2234	4911	39040
2235	4913	39035
2236	4915	39031
2237	4917	39028
2238	4920	39032
2239	4922	39027
2240	4924	39024
2241	4926	39019
2242	4928	39017
2243	4930	39013
2244	4932	39008
2245	4934	39004
2246	4936	38999
2247	4938	38996
2248	4940	38994
2249	4942	38990
2250	4944	38985
