iter	MultiClassOneVsAll
853	0.1905215727
854	0.1904869634
855	0.1904235169
856	0.1903507432
857	0.190273446
858	0.1902206197
859	0.1901911958
860	0.1901102438
861	0.1900782747
862	0.1899531499
863	0.1899008265
864	0.1898723404
865	0.1897673449
866	0.1896739981
867	0.1896205072
868	0.189532169
869	0.1895074973
870	0.1894244885
871	0.1893541995
872	0.1893183244
873	0.1892455063
874	0.189172989
875	0.1891486521
876	0.1890711082
877	0.189011507
878	0.1889449503
879	0.1888366345
880	0.188760795
881	0.1887331965
882	0.1886949743
883	0.1886020826
884	0.1885134887
885	0.188485798
886	0.1884447388
887	0.188379238
888	0.1882975417
889	0.1882591798
890	0.188236091
891	0.1881510752
892	0.1881046656
893	0.1880269785
894	0.1879568665
895	0.1879130283
896	0.1878480466
897	0.1877945264
898	0.1877276997
899	0.1876996096
900	0.1876085286
901	0.1875811199
902	0.1875255777
903	0.1875009381
904	0.1874769255
905	0.1874155366
906	0.1873398546
907	0.1872609315
908	0.1872062687
909	0.1871832371
910	0.187120001
911	0.1870392305
912	0.1870049987
913	0.1869505614
914	0.1869250174
915	0.1868329395
916	0.1867247536
917	0.1866720792
918	0.1866235114
919	0.1865508956
920	0.1865115781
921	0.1864622985
922	0.186405752
923	0.1862983988
924	0.1862153007
925	0.1861521853
926	0.1861275941
927	0.1860925631
928	0.1860080857
929	0.1858943872
930	0.1858123965
931	0.1857253396
932	0.1856490793
933	0.1856038514
934	0.1855526068
935	0.1855164776
936	0.1854419579
937	0.1854002901
938	0.1852827615
939	0.185229865
940	0.1852052676
941	0.1851886199
942	0.1851338647
943	0.1850869264
944	0.1850570459
945	0.1849730936
946	0.1849075086
947	0.1848605357
948	0.1847696956
949	0.1846964499
950	0.1846315327
951	0.184581211
952	0.1845183179
953	0.1844719878
954	0.1843880109
955	0.1843351351
956	0.1843167172
957	0.1842314104
958	0.1841831922
959	0.1841592889
960	0.1840802748
961	0.1840560894
962	0.1839934755
963	0.1839251249
964	0.1838457287
965	0.1838163926
966	0.1837577381
967	0.1836763329
968	0.183630641
969	0.1835973889
970	0.1835306404
971	0.1834771564
972	0.1834199959
973	0.1833214365
974	0.1832590118
975	0.1831567609
976	0.1831175925
977	0.1830707295
978	0.1829783569
979	0.1828832539
980	0.182824531
981	0.1827749483
982	0.1827179305
983	0.1826941202
984	0.1826038551
985	0.1825744918
986	0.1825524275
987	0.1825029356
988	0.1823926949
989	0.1823431969
990	0.1822862117
991	0.1822691316
992	0.1821777678
993	0.1821555723
994	0.1820740402
995	0.1820510928
996	0.18196596
997	0.1819383918
998	0.1819162098
999	0.1818201652
1000	0.1817394663
1001	0.1816833028
1002	0.1816365263
1003	0.1815812994
1004	0.1815287721
1005	0.1814979154
1006	0.1814224753
1007	0.1813042183
1008	0.1812295124
1009	0.1811638316
1010	0.1811303454
1011	0.181056033
1012	0.181003446
1013	0.1809859393
1014	0.1808751798
1015	0.1808343176
1016	0.1807825798
1017	0.1807369524
1018	0.180714958
1019	0.1806820164
1020	0.1806470589
1021	0.180546925
1022	0.180522366
1023	0.1804244881
1024	0.1803713111
1025	0.1803096025
1026	0.1802342441
1027	0.1801796196
1028	0.1801325261
1029	0.1800702912
1030	0.1800260627
1031	0.1800047961
1032	0.1799605629
1033	0.17993817
1034	0.1799199349
1035	0.1798852781
1036	0.1798300834
1037	0.1797589373
1038	0.1796935956
1039	0.1796497364
1040	0.1796074211
1041	0.1795121165
1042	0.179457699
1043	0.1794092116
1044	0.1793157445
1045	0.1792883145
1046	0.179181665
1047	0.1791159043
1048	0.1790592997
1049	0.1790010657
1050	0.1789259293
1051	0.1788580627
1052	0.178834897
1053	0.1787871261
1054	0.1787351432
1055	0.1786592342
1056	0.1785971551
1057	0.178529927
1058	0.1784772234
1059	0.1784132414
1060	0.1783771892
1061	0.1782943554
1062	0.1782236079
1063	0.1781604778
1064	0.1781437325
1065	0.1780879332
1066	0.1780333163
1067	0.1779686861
1068	0.1779348094
1069	0.1778899801
1070	0.1778355303
1071	0.177732594
1072	0.1776358081
1073	0.1775639563
1074	0.1775270759
1075	0.1774819403
1076	0.1774005645
1077	0.1773675487
1078	0.1772734168
1079	0.1772449385
1080	0.1772122259
1081	0.1771511974
1082	0.1770758507
1083	0.1770386662
1084	0.1770193594
1085	0.1769789376
1086	0.1769185469
1087	0.1768639034
1088	0.1768067713
1089	0.1767768791
1090	0.1767530734
1091	0.1766871125
1092	0.1765990669
1093	0.1765550306
1094	0.1765045918
1095	0.1764579669
1096	0.176361926
1097	0.176301151
1098	0.1762342565
1099	0.1761947533
1100	0.1761172253
1101	0.1760583653
1102	0.1759842501
1103	0.1759044249
1104	0.1758251298
1105	0.1757864732
1106	0.1757050057
1107	0.1756451481
1108	0.1755930724
1109	0.1755698539
1110	0.1755172092
1111	0.1754833001
1112	0.1754273459
1113	0.1753616355
1114	0.1753144745
1115	0.1752494294
1116	0.1752329984
1117	0.1751966209
1118	0.1751742329
1119	0.1751272654
1120	0.1750877726
1121	0.175053586
1122	0.1750231178
1123	0.1750002666
1124	0.1749510634
1125	0.1749305089
1126	0.1749008133
1127	0.1748542268
1128	0.1747993654
1129	0.1747353935
1130	0.174679982
1131	0.1746312144
1132	0.1745671853
1133	0.1744976973
1134	0.1744077388
1135	0.1743903686
1136	0.1743475882
1137	0.1742731659
1138	0.1742158334
1139	0.1741296954
1140	0.1740372531
1141	0.1739496109
1142	0.1739095186
1143	0.1738351028
1144	0.1737937752
1145	0.1737318228
1146	0.173710431
1147	0.1736315318
1148	0.1736004709
1149	0.1735837558
1150	0.1735199032
1151	0.1735025192
1152	0.1734551066
1153	0.1734297467
1154	0.1734126182
1155	0.1733789997
1156	0.1733211792
1157	0.1732675048
1158	0.1731767616
1159	0.1731270885
1160	0.1730583164
1161	0.1729892388
1162	0.1729309169
1163	0.1728586809
1164	0.1728202675
1165	0.1727838295
1166	0.1727025583
1167	0.172657013
1168	0.1725949894
1169	0.1725045631
1170	0.1724463147
1171	0.1724236353
1172	0.1723921947
1173	0.1723500729
1174	0.1722675785
1175	0.1722010786
1176	0.1721558017
1177	0.172121605
1178	0.1720592508
1179	0.1720243285
1180	0.1719350063
1181	0.1718842913
1182	0.1718061659
1183	0.171739647
1184	0.1716883416
1185	0.1716566013
1186	0.1716238145
1187	0.1715399127
1188	0.1714575572
1189	0.1714418659
1190	0.1713809575
1191	0.1713136063
1192	0.1712964482
1193	0.1712459463
1194	0.1711743762
1195	0.1711463748
1196	0.1711178844
1197	0.1710134
1198	0.1709899517
1199	0.1709335266
1200	0.1708782743
1201	0.1708427517
1202	0.1708013345
1203	0.1707757315
1204	0.1707534958
1205	0.1706831531
1206	0.1706628696
1207	0.1706336023
1208	0.1706042052
1209	0.1705438128
1210	0.1704649124
1211	0.1703743728
1212	0.1702909846
1213	0.1702174226
1214	0.1701580642
1215	0.1701273149
1216	0.1700888031
1217	0.1700447917
1218	0.1699783204
1219	0.1699047987
1220	0.16987559
1221	0.1697852073
1222	0.1697552542
1223	0.1697012889
1224	0.1696560831
1225	0.1695888913
1226	0.1695332172
1227	0.169460762
1228	0.1693735101
1229	0.1693315723
1230	0.1692466298
1231	0.1692064677
1232	0.1691380912
1233	0.1691198909
1234	0.1690580628
1235	0.1690420133
1236	0.1690238894
1237	0.1689689962
1238	0.1689448391
1239	0.168883814
1240	0.1688659563
1241	0.1687983827
1242	0.1687739801
1243	0.1687239412
1244	0.1686433012
1245	0.1686108745
1246	0.1685582364
1247	0.1685271256
1248	0.1684598416
1249	0.1683770173
1250	0.1683431152
1251	0.1683145446
1252	0.1682495571
1253	0.1682167297
1254	0.1681845867
1255	0.1681213431
1256	0.1680993764
1257	0.16804708
1258	0.1680110431
1259	0.1679662233
1260	0.1679474553
1261	0.1678919505
1262	0.1678279577
1263	0.1677862056
1264	0.16775833
1265	0.16766792
1266	0.1676265107
1267	0.1676042178
1268	0.1675261473
1269	0.1674978561
1270	0.1674333751
1271	0.1673509449
1272	0.1673061767
1273	0.167252215
1274	0.1672054593
1275	0.1671862204
1276	0.1671388823
1277	0.1670853956
1278	0.1670570603
1279	0.1670047791
1280	0.1669819555
1281	0.1669407425
1282	0.1669158372
1283	0.1668557722
1284	0.1668112626
1285	0.1667950329
1286	0.166755783
1287	0.1666990653
1288	0.1666817913
1289	0.1666338252
1290	0.1666120136
1291	0.1665793132
1292	0.1665505122
1293	0.1665016315
1294	0.166481154
1295	0.1664643018
1296	0.1664375067
1297	0.166420172
1298	0.1663637458
1299	0.1663440413
1300	0.1662727443
1301	0.1662029104
1302	0.1661210275
1303	0.1660958708
1304	0.1660138769
1305	0.1659933864
1306	0.1659409657
1307	0.1659089276
1308	0.1658621612
1309	0.1658298373
1310	0.1658147226
1311	0.1657335642
1312	0.1656791968
1313	0.1656508302
1314	0.1656305725
1315	0.1655963059
1316	0.1655372583
1317	0.1655163192
1318	0.1654398912
1319	0.1653918589
1320	0.1653253716
1321	0.1652726906
1322	0.16520692
1323	0.1651774296
1324	0.1651513656
1325	0.165111141
1326	0.165073852
1327	0.1650473831
1328	0.1650255616
1329	0.1649807115
1330	0.1649614786
1331	0.1649407071
1332	0.1648806352
1333	0.164831426
1334	0.1648039587
1335	0.1647243299
1336	0.1646928983
1337	0.1646267262
1338	0.1645833708
1339	0.1645377105
1340	0.1645190359
1341	0.1644883805
1342	0.1644454192
1343	0.1643985395
1344	0.1643129271
1345	0.1642907382
1346	0.164253387
1347	0.1642326231
1348	0.1641737574
1349	0.1641439856
1350	0.164109206
1351	0.1640395538
1352	0.1639634978
1353	0.1638848523
1354	0.1638109573
1355	0.1637875079
1356	0.1636934488
1357	0.1636278729
1358	0.1635817637
1359	0.1635471588
1360	0.1634419953
1361	0.1634131034
1362	0.1633553335
1363	0.1633353495
1364	0.1633164587
1365	0.1632668676
1366	0.1632273697
1367	0.1631870602
1368	0.1631210218
1369	0.1630523707
1370	0.1630260371
1371	0.1629986465
1372	0.1629600983
1373	0.1629395688
1374	0.1628879966
1375	0.1628478828
1376	0.1628048301
1377	0.1627668712
1378	0.1627172146
1379	0.162675955
1380	0.162646365
1381	0.1626050862
1382	0.1625617697
1383	0.1625420536
1384	0.1625035516
1385	0.1624456808
1386	0.1623869144
1387	0.1623574051
1388	0.1623349206
1389	0.1623059436
1390	0.1622393525
1391	0.1622139087
1392	0.1621538155
1393	0.1621332787
1394	0.1620877928
1395	0.1620708067
1396	0.1620394852
1397	0.162021843
1398	0.1619679455
1399	0.1619518855
1400	0.1619388042
1401	0.1618824549
1402	0.1618209882
1403	0.1617545032
1404	0.1617388019
1405	0.1617055399
1406	0.1616429636
1407	0.1615899922
1408	0.1615752415
1409	0.1615216099
1410	0.1614867678
1411	0.1614513324
1412	0.1614301882
1413	0.1613888537
1414	0.1613541472
1415	0.1613187492
1416	0.161255838
1417	0.1612151182
1418	0.1611882529
1419	0.1610924311
1420	0.1610456869
1421	0.1610134303
1422	0.1609836611
1423	0.1609365198
1424	0.1608875239
1425	0.1608190007
1426	0.1607619121
1427	0.1607059368
1428	0.1606584317
1429	0.1606307441
1430	0.1605706358
1431	0.1605064679
1432	0.1604707705
1433	0.1603859752
1434	0.1603194558
1435	0.1602564648
1436	0.1602245519
1437	0.1601658136
1438	0.1601093693
1439	0.160093069
1440	0.1600519361
1441	0.1600224055
1442	0.1599858881
1443	0.1599467109
1444	0.1599079398
1445	0.1598672371
1446	0.1598267413
1447	0.1597892156
1448	0.1597600829
1449	0.1597496226
1450	0.159713768
1451	0.1596865437
1452	0.1596475394
1453	0.1596239247
1454	0.1595602685
1455	0.1594962243
1456	0.1594614585
1457	0.1594401391
1458	0.159390198
1459	0.1593534635
1460	0.1592953771
1461	0.1592218996
1462	0.159193553
1463	0.1591537246
1464	0.1590976831
1465	0.1590360697
1466	0.1590011396
1467	0.1589818769
1468	0.1589595946
1469	0.1589176976
1470	0.1589037295
1471	0.158838476
1472	0.1588229192
1473	0.1587746075
1474	0.1587511383
1475	0.158724403
1476	0.1586687515
1477	0.1586267618
1478	0.1585518183
1479	0.158535417
1480	0.1585083001
1481	0.1584511387
1482	0.1583939619
1483	0.1583529342
1484	0.1582898314
1485	0.1582297453
1486	0.1582104042
1487	0.1581520425
1488	0.1581258515
1489	0.1580407721
1490	0.1579726465
1491	0.1579473295
1492	0.1579207099
1493	0.1578902714
1494	0.1578432693
1495	0.1577679511
1496	0.1577005929
1497	0.1576756011
1498	0.1576397286
1499	0.1575853321
1500	0.1575536237
1501	0.1575302235
1502	0.1574852511
1503	0.1574605142
1504	0.1573999137
1505	0.1573582953
1506	0.1572982087
1507	0.1572201975
1508	0.1571821866
1509	0.157112106
1510	0.1570752341
