iter	MultiClassOneVsAll
1511	0.1570560053
1512	0.1570115375
1513	0.1569550746
1514	0.1569428208
1515	0.156922997
1516	0.156851315
1517	0.15683376
1518	0.1567735324
1519	0.1567221382
1520	0.1567059048
1521	0.1566333546
1522	0.1566062015
1523	0.1565820495
1524	0.1565684147
1525	0.1565458853
1526	0.1565255859
1527	0.1564933454
1528	0.1564675936
1529	0.156447236
1530	0.1564299697
1531	0.1564080094
1532	0.1563709217
1533	0.1563058131
1534	0.1562602909
1535	0.1561954716
1536	0.1561548356
1537	0.1561246796
1538	0.1560739372
1539	0.1560396522
1540	0.1559789985
1541	0.155940908
1542	0.1559064455
1543	0.1558459309
1544	0.1557979131
1545	0.1557744317
1546	0.1557261655
1547	0.1556573921
1548	0.1556051799
1549	0.1555718993
1550	0.1555413157
1551	0.1554986496
1552	0.1554701968
1553	0.1554314619
1554	0.1554154962
1555	0.1553832588
1556	0.1553192934
1557	0.1553020543
1558	0.1552276657
1559	0.1552165971
1560	0.1551953914
1561	0.1551618388
1562	0.1551451192
1563	0.1551250878
1564	0.1551031445
1565	0.1550605319
1566	0.1550179667
1567	0.1549874637
1568	0.1549716065
1569	0.1549513942
1570	0.1549089695
1571	0.154834286
1572	0.1548136224
1573	0.1547710906
1574	0.1547141123
1575	0.1546781016
1576	0.154638417
1577	0.1545944936
1578	0.1545339442
1579	0.1544959156
1580	0.1544713252
1581	0.1544520444
1582	0.1543987052
1583	0.1543749617
1584	0.1543558213
1585	0.1542760391
1586	0.154235606
1587	0.1541985462
1588	0.1541435181
1589	0.1541085822
1590	0.154040559
1591	0.154028447
1592	0.153991442
1593	0.1539733537
1594	0.153940513
1595	0.153928599
1596	0.1538702429
1597	0.15384798
1598	0.1538222271
1599	0.1537368976
1600	0.1537194411
1601	0.1536772795
1602	0.1536510414
1603	0.1536174614
1604	0.1535932932
1605	0.1535827669
1606	0.1535653339
1607	0.1535008867
1608	0.1534675115
1609	0.1534044968
1610	0.1533605711
1611	0.153352044
1612	0.1533204216
1613	0.1532762246
1614	0.1532137381
1615	0.1531945926
1616	0.1531603158
1617	0.1530920068
1618	0.153068085
1619	0.1530207253
1620	0.1529776743
1621	0.1529522857
1622	0.1529158357
1623	0.15287393
1624	0.1528599066
1625	0.152828135
1626	0.1527991398
1627	0.15278507
1628	0.1526902325
1629	0.1526720958
1630	0.1526511189
1631	0.1525792129
1632	0.152531505
1633	0.1524764788
1634	0.1524321646
1635	0.152414957
1636	0.1523827325
1637	0.1523687025
1638	0.1523475013
1639	0.1523255539
1640	0.1522859439
1641	0.1522477094
1642	0.1522206115
1643	0.1522043181
1644	0.1521615153
1645	0.1521306278
1646	0.1521100021
1647	0.1520453203
1648	0.1520036993
1649	0.1519883087
1650	0.1519383158
1651	0.1519145955
1652	0.1518664672
1653	0.1518150616
1654	0.1517759459
1655	0.1517406874
1656	0.1516986598
1657	0.1516671387
1658	0.1516170978
1659	0.1515830259
1660	0.151541598
1661	0.1515065599
1662	0.1514795808
1663	0.1514682764
1664	0.1514549115
1665	0.1514350208
1666	0.1514221393
1667	0.1513900462
1668	0.1513450795
1669	0.1513166418
1670	0.1512924696
1671	0.1512067961
1672	0.1511626645
1673	0.1511016714
1674	0.1510802326
1675	0.1510540887
1676	0.1510304766
1677	0.1510081663
1678	0.1509833809
1679	0.1509442333
1680	0.1508907623
1681	0.1508344908
1682	0.1508057751
1683	0.1507726674
1684	0.1507112241
1685	0.1506854835
1686	0.1506507371
1687	0.1506060444
1688	0.1505788417
1689	0.1505584157
1690	0.1505134028
1691	0.1504776437
1692	0.1504379988
1693	0.1503950546
1694	0.15033288
1695	0.1502943462
1696	0.1502499623
1697	0.1502091213
1698	0.1501843934
1699	0.1501147071
1700	0.1500777422
1701	0.1500650024
1702	0.150040583
1703	0.1500276408
1704	0.1499794096
1705	0.1499334882
1706	0.1498712415
1707	0.1498508092
1708	0.1498224178
1709	0.1497979989
1710	0.1497824809
1711	0.149756039
1712	0.1497187185
1713	0.1496834738
1714	0.1496356535
1715	0.1496003685
1716	0.1495546263
1717	0.1495272282
1718	0.1494800819
1719	0.1494341453
1720	0.1494058212
1721	0.1493719134
1722	0.1493452578
1723	0.1493220858
1724	0.1492779389
1725	0.1492516159
1726	0.1492203524
1727	0.149166253
1728	0.149128381
1729	0.1490870116
1730	0.1490571859
1731	0.1490305129
1732	0.1490051026
1733	0.1489611639
1734	0.1489487555
1735	0.148896322
1736	0.1488695754
1737	0.1488233837
1738	0.1487762103
1739	0.1487532288
1740	0.148715736
1741	0.1486635579
1742	0.1486373149
1743	0.1486180688
1744	0.1486045869
1745	0.1485215287
1746	0.1484695752
1747	0.1484439013
1748	0.1484056056
1749	0.1483721987
1750	0.1483240103
1751	0.1482963183
1752	0.1482851243
1753	0.1482498831
1754	0.1482348394
1755	0.1481862371
1756	0.148161967
1757	0.1481215861
1758	0.1481059557
1759	0.1480351497
1760	0.1480106275
1761	0.1479735349
1762	0.1479153309
1763	0.1479037322
1764	0.14788404
1765	0.1478325759
1766	0.1478091966
1767	0.1477621109
1768	0.1477360349
1769	0.1477124372
1770	0.1476639371
1771	0.1476214995
1772	0.1475625041
1773	0.1475107335
1774	0.1474789101
1775	0.1474488046
1776	0.1474154435
1777	0.147394723
1778	0.147346225
1779	0.147323505
1780	0.1472856123
1781	0.1472415887
1782	0.1472076567
1783	0.1471364383
1784	0.147125474
1785	0.1470756746
1786	0.1470460148
1787	0.1469861881
1788	0.1469377777
1789	0.1468746999
1790	0.1468395962
1791	0.1468022728
1792	0.1467777465
1793	0.1467507805
1794	0.1467241437
1795	0.1466783102
1796	0.1466254408
1797	0.1465989333
1798	0.1465777981
1799	0.1465568704
1800	0.1465155162
1801	0.1465025287
1802	0.1464638018
1803	0.1464442529
1804	0.1464014808
1805	0.1463865147
1806	0.1463325478
1807	0.1462981309
1808	0.14626021
1809	0.1462446335
1810	0.1462176084
1811	0.1462072752
1812	0.1461726961
1813	0.1461085553
1814	0.1460731794
1815	0.1460245941
1816	0.1459872437
1817	0.1459633592
1818	0.1459133524
1819	0.145848237
1820	0.1458097635
1821	0.1457685934
1822	0.1457142683
1823	0.1456961977
1824	0.1456817131
1825	0.1456319845
1826	0.1456006902
1827	0.1455764895
1828	0.1455374225
1829	0.1454925594
1830	0.1454745601
1831	0.1454273929
1832	0.1454079191
1833	0.1453755978
1834	0.1453431479
1835	0.1452986299
1836	0.1452582767
1837	0.1452058151
1838	0.1451627619
1839	0.1451408326
1840	0.1451174911
1841	0.1450528955
1842	0.1450331756
1843	0.1450091968
1844	0.1449863028
1845	0.1449713019
1846	0.1449563909
1847	0.1449166082
1848	0.1448817287
1849	0.1448457852
1850	0.1447989993
1851	0.1447399694
1852	0.1447240428
1853	0.1446790866
1854	0.1446298464
1855	0.1445884277
1856	0.1445470196
1857	0.1445160645
1858	0.1445023624
1859	0.1444840077
1860	0.144454863
1861	0.1444193101
1862	0.144404495
1863	0.1443644429
1864	0.1443250226
1865	0.14430916
1866	0.144271653
1867	0.144218116
1868	0.1441811393
1869	0.1441246541
1870	0.1440861601
1871	0.1440542712
1872	0.1440315271
1873	0.1440062285
1874	0.1439813581
1875	0.1439642704
1876	0.1439218733
1877	0.1438939889
1878	0.143822459
1879	0.1437998905
1880	0.1437754159
1881	0.1437154373
1882	0.1437007115
1883	0.1436644892
1884	0.1436011041
1885	0.1435576801
1886	0.1435382145
1887	0.1435070548
1888	0.1434814829
1889	0.1434464537
1890	0.1434293619
1891	0.1433683248
1892	0.1433516639
1893	0.1433152681
1894	0.1432607637
1895	0.1432368043
1896	0.1432102048
1897	0.1431728987
1898	0.1431256788
1899	0.1430861939
1900	0.1430583732
1901	0.1430217538
1902	0.1430049106
1903	0.1429659686
1904	0.1429401037
1905	0.1428814878
1906	0.1428650713
1907	0.142827113
1908	0.1427764159
1909	0.1427517293
1910	0.1427231525
1911	0.1426889307
1912	0.142664223
1913	0.1426474001
1914	0.1426240811
1915	0.1425723691
1916	0.1425562091
1917	0.1425204005
1918	0.1425087754
1919	0.1424742164
1920	0.1424548378
1921	0.1424113851
1922	0.1423901735
1923	0.1423365571
1924	0.1423160829
1925	0.1422789664
1926	0.1422557099
1927	0.1422134216
1928	0.1421956341
1929	0.1421768256
1930	0.1421487791
1931	0.1421087744
1932	0.1420531827
1933	0.1420220374
1934	0.1419845614
1935	0.1419461492
1936	0.1419182697
1937	0.1418869283
1938	0.1418669587
1939	0.1418395361
1940	0.1417889965
1941	0.1417718401
1942	0.1417508287
1943	0.1417169025
1944	0.1416667716
1945	0.141640624
1946	0.1416187826
1947	0.1415833326
1948	0.1415621445
1949	0.141507313
1950	0.1414809738
1951	0.141422849
1952	0.1413886586
1953	0.1413529898
1954	0.1413245385
1955	0.1413000856
1956	0.1412604333
1957	0.1412081386
1958	0.1411834414
1959	0.1411640195
1960	0.1411007744
1961	0.1410823519
1962	0.1410674209
1963	0.1410383458
1964	0.1410018083
1965	0.1409892683
1966	0.1409519951
1967	0.1409328761
1968	0.1409186279
1969	0.140897933
1970	0.1408486094
1971	0.1408401541
1972	0.1407873016
1973	0.1407621451
1974	0.1407374696
1975	0.1406813551
1976	0.1406621336
1977	0.1405888203
1978	0.1405492106
1979	0.1405178137
1980	0.1405011764
1981	0.1404581109
1982	0.1404450611
1983	0.1403989586
1984	0.1403741866
1985	0.1403410566
1986	0.1403178452
1987	0.1402985208
1988	0.1402786223
1989	0.1402584941
1990	0.1402041891
1991	0.1401847932
1992	0.1401407128
1993	0.1401267112
1994	0.1400834572
1995	0.1400563113
1996	0.1400419983
1997	0.139996316
1998	0.1399447922
1999	0.1399322279
2000	0.1399139162
2001	0.1398701348
2002	0.1398294462
2003	0.1397702698
2004	0.139755194
2005	0.139732334
2006	0.1397139294
2007	0.1396714237
2008	0.1396383063
2009	0.1395977153
2010	0.1395576444
2011	0.1395331026
2012	0.139517899
2013	0.139506832
2014	0.1394738546
2015	0.1394382824
2016	0.1393965574
2017	0.1393690451
2018	0.1393463766
2019	0.1393140956
2020	0.1392921192
2021	0.1392587687
2022	0.1392189879
2023	0.1391829272
2024	0.1391602106
2025	0.1391277394
2026	0.1390726702
2027	0.1390478911
2028	0.1390325195
2029	0.1390241969
2030	0.1389699138
2031	0.1389469847
2032	0.1389332404
2033	0.1389006789
2034	0.1388819785
2035	0.1388684062
2036	0.1388102046
2037	0.1387767988
2038	0.1387579647
2039	0.138716701
2040	0.1386785209
2041	0.138655707
2042	0.1386296529
2043	0.1385907865
2044	0.1385643174
2045	0.1385453153
2046	0.1385215517
2047	0.1384860061
2048	0.1384674131
2049	0.1384405057
2050	0.1384165107
2051	0.1383596892
2052	0.138291865
2053	0.138236147
2054	0.1382247843
2055	0.138198662
2056	0.1381730217
2057	0.1381339409
2058	0.1381222806
2059	0.1381042943
2060	0.138091037
2061	0.1380343
2062	0.1379688647
2063	0.1379210531
2064	0.1378939306
2065	0.1378764987
2066	0.1378475806
2067	0.1378230095
2068	0.1377853932
2069	0.1377774909
2070	0.1377420528
2071	0.1377154766
2072	0.137686244
2073	0.1376752098
2074	0.1376605629
2075	0.1376375657
2076	0.1376116486
2077	0.1375855155
2078	0.1375455085
2079	0.1375291479
2080	0.137478201
2081	0.1374436713
2082	0.1374215724
2083	0.1373975631
2084	0.1373797729
2085	0.1373352509
2086	0.1372762995
2087	0.1372426908
2088	0.1372322944
2089	0.1371971772
2090	0.1371790459
2091	0.137126416
2092	0.1370888719
2093	0.1370494724
2094	0.1370025027
2095	0.1369590266
2096	0.1369385899
2097	0.1369096861
2098	0.1368962301
2099	0.1368815922
2100	0.136872756
2101	0.1368418469
2102	0.1368067778
2103	0.1367846615
2104	0.1367607208
2105	0.1367452564
2106	0.1367081077
2107	0.1366756549
2108	0.1366199773
2109	0.1365977369
2110	0.1365754547
2111	0.1365619388
2112	0.1365475188
2113	0.1365193219
2114	0.1364621973
2115	0.1364436511
2116	0.1364115772
2117	0.1363778496
2118	0.1363469063
2119	0.1363290271
2120	0.1362604535
2121	0.1362271464
2122	0.136191307
2123	0.1361528382
2124	0.136139251
2125	0.1361020521
2126	0.1360663324
2127	0.13603616
2128	0.13602604
2129	0.1359846721
2130	0.1359744892
2131	0.135937137
2132	0.135907727
2133	0.1358729795
2134	0.135838853
2135	0.1358215709
2136	0.1357690275
2137	0.1357199066
2138	0.1356676818
2139	0.1356042284
2140	0.1355814069
2141	0.1355434808
2142	0.1355016106
2143	0.1354799202
2144	0.1354287477
2145	0.1353741671
2146	0.1353523784
2147	0.1353075739
2148	0.135244086
2149	0.1351981673
2150	0.1351675761
2151	0.1351569319
2152	0.135149776
2153	0.1351228067
2154	0.1351129437
2155	0.135079332
2156	0.1350661034
2157	0.1350249237
2158	0.1350071261
2159	0.1349602684
2160	0.1349144595
2161	0.1348858107
2162	0.1348453348
2163	0.134810041
2164	0.1347784666
2165	0.1347259167
2166	0.1346576759
2167	0.1346268369
2168	0.1346057619
2169	0.1345753912
2170	0.1345565027
2171	0.1345258289
2172	0.1344938695
2173	0.1344616241
2174	0.1344366593
2175	0.1344045828
2176	0.1343943672
2177	0.1343620689
2178	0.1343487434
2179	0.1343323386
2180	0.1343102034
2181	0.1342609205
2182	0.1342182674
2183	0.1341793814
2184	0.1341580679
2185	0.1341424339
2186	0.1340987087
2187	0.1340760142
2188	0.1340502369
2189	0.1340289914
2190	0.1339830844
2191	0.1339427689
2192	0.1339052658
2193	0.1338656514
2194	0.1337910358
2195	0.1337772001
2196	0.1337697163
2197	0.1337519133
2198	0.1337208108
2199	0.1337039362
2200	0.1336441285
2201	0.1336254004
2202	0.1335937422
2203	0.1335779323
2204	0.1335409879
2205	0.1335226373
2206	0.1335060045
2207	0.1334852916
2208	0.1334618955
2209	0.1334405959
2210	0.1334120854
2211	0.1333728817
2212	0.1333355488
2213	0.1333123252
2214	0.1332947148
2215	0.1332624512
2216	0.1332380406
2217	0.133218257
2218	0.13319919
2219	0.1331711363
2220	0.133125467
2221	0.133074825
2222	0.1330551852
2223	0.1330340456
2224	0.1330217413
2225	0.1329932342
2226	0.1329724981
2227	0.132950137
2228	0.1329316794
2229	0.1329093291
2230	0.1328886291
2231	0.1328605235
2232	0.1328265877
2233	0.1327940423
2234	0.1327751026
2235	0.1327286358
2236	0.1327068457
2237	0.1326680096
2238	0.1326555952
2239	0.1326369322
2240	0.1325841969
2241	0.1325456777
2242	0.1325263575
2243	0.1325001171
2244	0.1324838635
2245	0.1324758064
2246	0.1324583654
2247	0.132425468
2248	0.1323943642
2249	0.1323787321
2250	0.1323503998
2251	0.1323172885
2252	0.1322841844
2253	0.1322622864
2254	0.1322314105
2255	0.1321938435
2256	0.1321712592
2257	0.1321594717
2258	0.1321209719
2259	0.132098412
2260	0.1320678124
2261	0.1320230478
2262	0.131999985
2263	0.131991163
2264	0.1319562342
2265	0.1319042052
2266	0.1318716585
2267	0.1318603222
2268	0.1318393328
2269	0.1318151583
2270	0.1317985431
2271	0.13178329
2272	0.131759361
2273	0.1317337223
2274	0.1317016574
2275	0.1316737563
2276	0.1316383398
2277	0.1316085412
2278	0.1315937784
2279	0.1315650548
2280	0.131534863
2281	0.1314965871
2282	0.1314869562
2283	0.1314671442
2284	0.13145998
2285	0.1314468552
2286	0.1314011559
2287	0.1313683706
2288	0.1313552026
2289	0.131328598
2290	0.1312926371
2291	0.1312769541
2292	0.1312441677
2293	0.1312262135
2294	0.1311829826
2295	0.1311693875
2296	0.1311442331
2297	0.1311102847
2298	0.1310786005
2299	0.1310485855
2300	0.1309902699
2301	0.1309512036
2302	0.1309247993
2303	0.1308850109
2304	0.1308730058
2305	0.1308372375
2306	0.1308207815
2307	0.1307853219
2308	0.1307570424
2309	0.1307435065
2310	0.1307172154
2311	0.130698601
2312	0.1306763753
2313	0.130636829
2314	0.1306188617
2315	0.1305840758
2316	0.1305701365
2317	0.1305370774
2318	0.1305138271
2319	0.130496854
2320	0.1304740396
2321	0.1304518639
2322	0.1304380674
2323	0.1304193
2324	0.1303977797
2325	0.1303731805
2326	0.1303405188
2327	0.1303192695
2328	0.1303069626
2329	0.1302787193
2330	0.1302396833
2331	0.1302191776
2332	0.1301751331
2333	0.1301516795
2334	0.1301290654
2335	0.1301088939
2336	0.1300942602
2337	0.1300774161
2338	0.1300592843
2339	0.1300223206
2340	0.1300086231
2341	0.1299585627
2342	0.1299368426
2343	0.1299215605
2344	0.1299033666
2345	0.1298708888
2346	0.1298439101
2347	0.1298198494
2348	0.1297988848
2349	0.1297856028
2350	0.1297690278
2351	0.1297319291
2352	0.1297138154
2353	0.1296952206
2354	0.1296810361
2355	0.1296657139
2356	0.1296547964
2357	0.1296429132
2358	0.1296203878
2359	0.1295850314
2360	0.1295497657
2361	0.1295349406
2362	0.129514466
2363	0.1294733535
2364	0.1294349487
2365	0.1294091682
2366	0.1294024573
2367	0.1293784312
2368	0.1293594155
2369	0.1293259804
2370	0.1293136169
2371	0.1292863443
2372	0.1292645136
2373	0.1292395298
2374	0.1291936125
2375	0.1291780924
2376	0.1291534167
2377	0.1291298387
2378	0.1291021406
2379	0.1290822786
2380	0.1290709423
2381	0.1290451926
2382	0.1290048118
2383	0.1289877511
2384	0.1289706248
2385	0.1289482431
2386	0.1289349964
2387	0.128922979
2388	0.1288885138
2389	0.1288730312
2390	0.1288340265
2391	0.1288112852
2392	0.1287908136
2393	0.1287718567
2394	0.128740468
2395	0.1287041365
2396	0.128662721
2397	0.1286481078
2398	0.1286159201
2399	0.1285971446
2400	0.1285701531
2401	0.1285463945
2402	0.1285045382
2403	0.1284672213
2404	0.1284391235
2405	0.1284149734
2406	0.1283822811
2407	0.1283684984
2408	0.1283495824
2409	0.1283021379
2410	0.1282805619
2411	0.1282489855
2412	0.1282316883
2413	0.1282112181
2414	0.1281827655
2415	0.1281708649
2416	0.1281423237
2417	0.1281002118
2418	0.1280586317
2419	0.1280457123
2420	0.128032491
2421	0.1280078972
2422	0.1279804453
2423	0.1279447343
2424	0.1279223702
2425	0.1279126275
2426	0.1278995536
2427	0.1278795418
2428	0.1278388009
2429	0.1278238319
2430	0.1278134277
2431	0.1277963975
2432	0.1277695812
2433	0.1277420251
2434	0.1277083804
2435	0.1276876952
2436	0.1276565731
2437	0.1276392683
2438	0.127605481
2439	0.1275812878
2440	0.1275578798
2441	0.1275244623
2442	0.1274960778
2443	0.1274737603
2444	0.1274418336
2445	0.1274098031
2446	0.1273814892
2447	0.1273658914
2448	0.1273220642
2449	0.1273032794
2450	0.1272790648
2451	0.1272554329
2452	0.1272197615
2453	0.1271803819
2454	0.1271598288
2455	0.1271496955
2456	0.127124248
2457	0.1271017046
2458	0.1270701362
2459	0.1270434684
2460	0.1270230273
2461	0.1270061998
2462	0.1269728288
2463	0.1269604428
2464	0.1269485405
2465	0.1268945288
2466	0.1268728767
2467	0.1268328863
2468	0.1268120849
2469	0.1267972816
2470	0.1267528105
2471	0.1267098716
2472	0.1266961876
2473	0.1266749933
2474	0.1266343006
2475	0.1265998469
2476	0.1265793065
2477	0.126565853
2478	0.1265433683
2479	0.126508322
2480	0.1264934307
2481	0.1264561503
2482	0.1264218377
2483	0.1263883105
2484	0.1263775751
2485	0.1263675833
2486	0.126330097
2487	0.1263081783
2488	0.1262884432
2489	0.126271315
2490	0.1262419462
2491	0.1262294889
2492	0.1262089105
2493	0.1261939938
2494	0.126182169
2495	0.1261512069
2496	0.1261015087
2497	0.1260904478
2498	0.1260708105
2499	0.1260261819
2500	0.1259857004
2501	0.1259771552
2502	0.1259498658
2503	0.1259127941
2504	0.1259043973
2505	0.1258636097
2506	0.1258474835
2507	0.1258074302
2508	0.125771803
2509	0.1257382523
2510	0.1257107674
2511	0.1256941762
2512	0.1256736967
2513	0.1256531035
2514	0.1256288035
2515	0.1256129321
2516	0.1255812335
2517	0.1255513273
2518	0.1255211558
2519	0.1254840463
2520	0.1254633461
2521	0.1254438568
2522	0.1254213233
2523	0.1254102898
2524	0.1253856694
2525	0.1253610228
2526	0.1253155065
2527	0.1252959632
2528	0.1252785961
2529	0.1252646172
2530	0.1252511276
2531	0.1252325757
2532	0.1252245597
2533	0.1251825577
2534	0.1251643047
2535	0.1251491973
2536	0.1251088123
2537	0.1250657292
2538	0.125042641
2539	0.1250256837
2540	0.1250016653
2541	0.1249919341
2542	0.1249573423
2543	0.1249086794
2544	0.1249001958
2545	0.1248875825
2546	0.124867454
2547	0.1248519168
2548	0.1248358422
2549	0.1247868526
2550	0.1247533292
2551	0.124731855
2552	0.1247011918
2553	0.1246814231
2554	0.1246527889
2555	0.1246096111
2556	0.1245984089
2557	0.1245699822
2558	0.1245562573
2559	0.1245474296
2560	0.1245329565
2561	0.1245120193
2562	0.1245051595
2563	0.124483234
2564	0.1244701228
2565	0.1244500973
2566	0.1244140775
2567	0.1243970321
2568	0.1243715647
2569	0.1243484221
2570	0.1243085383
2571	0.1242679935
2572	0.1242463801
2573	0.1242315457
2574	0.1241997914
2575	0.1241844165
2576	0.1241693049
2577	0.1241406765
2578	0.1241139433
2579	0.1240771425
2580	0.1240647707
2581	0.1240455055
2582	0.1240346518
2583	0.1240258674
2584	0.1240142246
2585	0.1239988372
2586	0.1239875473
2587	0.1239657013
2588	0.1239379361
2589	0.1239261043
2590	0.1239044618
2591	0.1238590472
2592	0.1238351116
2593	0.1238044519
2594	0.123783397
2595	0.1237623005
2596	0.1237525709
2597	0.1237398457
2598	0.1237273422
2599	0.1237142765
2600	0.1237040355
2601	0.1236915641
2602	0.123670381
2603	0.12363407
2604	0.1236007162
2605	0.1235902078
2606	0.1235390454
2607	0.1235085463
2608	0.1234971342
2609	0.1234604548
2610	0.1234426075
2611	0.1234228551
2612	0.1234026925
2613	0.1233630496
2614	0.1233432373
2615	0.123334899
2616	0.1233038498
2617	0.1232928235
2618	0.1232572777
2619	0.1232417593
2620	0.1232111736
2621	0.123200552
2622	0.1231853234
2623	0.1231482995
2624	0.1231316522
2625	0.1231101573
2626	0.1230768886
2627	0.1230503414
2628	0.1230158695
2629	0.1229846401
2630	0.1229668316
2631	0.1229500161
2632	0.1229247907
2633	0.1228983591
2634	0.1228717689
2635	0.1228607361
2636	0.1228361839
2637	0.1227983734
2638	0.1227564941
2639	0.1227247268
2640	0.1227039828
2641	0.1226927108
2642	0.1226594314
2643	0.1226377314
2644	0.1226114384
2645	0.1225723964
2646	0.1225623675
2647	0.1225298277
2648	0.1225015985
2649	0.1224813689
2650	0.1224618946
2651	0.1224453504
2652	0.1224131174
2653	0.1223969696
2654	0.1223581958
2655	0.12230711
2656	0.1222916605
2657	0.1222812028
2658	0.1222527837
2659	0.1222194445
2660	0.1221918717
2661	0.1221717997
2662	0.1221537289
2663	0.1221167796
2664	0.1220896273
2665	0.122053933
2666	0.1220145354
2667	0.1219894112
2668	0.1219659925
2669	0.1219260772
2670	0.1218976194
2671	0.1218723476
2672	0.1218427532
2673	0.1218270379
2674	0.1218043632
2675	0.1217580152
2676	0.1217481737
2677	0.121720375
2678	0.1217006098
2679	0.1216910059
2680	0.1216725687
2681	0.1216340946
2682	0.1216191364
2683	0.1215980983
2684	0.1215874699
2685	0.1215579072
2686	0.121547824
2687	0.1215121968
2688	0.1215003073
2689	0.1214750139
2690	0.1214644359
2691	0.121440241
2692	0.1214146412
2693	0.1214046145
2694	0.1213822714
2695	0.1213576448
2696	0.1213372641
2697	0.1213073387
2698	0.121275422
2699	0.121260078
2700	0.1212508237
2701	0.1212354019
2702	0.1212061242
2703	0.121182273
2704	0.1211407304
2705	0.1211277723
2706	0.121113526
2707	0.1210835169
2708	0.121075841
2709	0.121050235
2710	0.1210189861
2711	0.1209850529
2712	0.120975827
2713	0.1209564995
2714	0.120918339
2715	0.1209007485
2716	0.1208706997
2717	0.120843193
2718	0.1208288376
2719	0.120785328
2720	0.1207497101
2721	0.1207154443
2722	0.1206981302
2723	0.1206900825
2724	0.1206674316
2725	0.1206524197
2726	0.12064191
2727	0.1206121038
2728	0.120604949
2729	0.1205762382
2730	0.1205654127
2731	0.1205470159
2732	0.1205276269
2733	0.1204975416
2734	0.1204656491
2735	0.1204132333
2736	0.1203853123
2737	0.1203713494
2738	0.1203184482
2739	0.1202972662
2740	0.1202889431
2741	0.1202820026
2742	0.1202587925
2743	0.1202512597
2744	0.1202340981
2745	0.1202034471
2746	0.1201618896
2747	0.1201260952
2748	0.1201153396
2749	0.1200959424
2750	0.120082587
2751	0.120058392
2752	0.1200435815
2753	0.1200049616
2754	0.1199929986
2755	0.119965729
2756	0.1199328256
2757	0.1199073905
2758	0.1198762551
2759	0.1198386109
2760	0.1198123105
2761	0.1197987615
2762	0.1197691882
2763	0.1197428083
2764	0.1197156219
2765	0.1196855074
2766	0.1196515335
2767	0.1196350103
2768	0.1196206888
2769	0.1195998004
2770	0.1195867114
2771	0.1195710126
2772	0.1195070309
2773	0.1194843172
2774	0.1194644749
2775	0.1194251015
2776	0.1194078301
2777	0.1193862714
2778	0.1193624413
2779	0.119339193
2780	0.1193075469
2781	0.119288823
2782	0.1192652886
2783	0.1192426121
2784	0.1192255874
2785	0.1191904502
2786	0.1191615213
2787	0.1191403023
2788	0.1191344626
2789	0.1190962076
2790	0.1190535915
2791	0.1190470921
2792	0.1190302025
2793	0.119017896
2794	0.1189945888
2795	0.1189719504
2796	0.1189484316
2797	0.1189143423
2798	0.1188975923
2799	0.1188665988
2800	0.1188582002
2801	0.1188109683
2802	0.1187881978
2803	0.1187734805
2804	0.118748159
2805	0.1187135242
2806	0.1186941304
2807	0.1186860362
2808	0.1186655391
2809	0.1186463526
2810	0.1186015949
2811	0.1185896192
2812	0.1185740386
2813	0.1185304471
2814	0.1184944733
2815	0.1184759053
2816	0.1184344023
2817	0.1184226353
2818	0.1183856052
2819	0.1183636467
2820	0.1183407736
2821	0.1183214053
2822	0.1182922713
2823	0.1182712285
2824	0.1182410136
2825	0.1182219077
2826	0.118213422
2827	0.1181961267
2828	0.1181853362
2829	0.1181539874
2830	0.1181225232
2831	0.118087507
2832	0.1180661687
2833	0.1180562511
2834	0.1180416648
2835	0.1180064402
2836	0.1179885459
2837	0.1179813811
2838	0.1179379335
2839	0.1179250283
2840	0.1179176606
2841	0.1178861301
2842	0.1178652776
2843	0.1178505657
2844	0.1178285768
2845	0.1178122831
2846	0.1178038
2847	0.1177979749
2848	0.1177573059
2849	0.1177241591
2850	0.117682651
2851	0.1176734318
2852	0.1176509685
2853	0.1176405809
2854	0.1176176689
2855	0.1175859838
2856	0.1175643048
2857	0.117554058
2858	0.1175288911
2859	0.1175041257
2860	0.1174727175
2861	0.1174451598
2862	0.1174346059
2863	0.1174117848
2864	0.1173753519
2865	0.1173598962
2866	0.11732606
2867	0.1173001372
2868	0.117285857
2869	0.1172456895
2870	0.1172278124
2871	0.1171996065
2872	0.1171917051
2873	0.117164177
2874	0.1171426587
2875	0.1171099202
2876	0.1171047122
2877	0.1170906008
2878	0.1170600331
2879	0.1170352218
2880	0.1170086898
2881	0.1169748132
2882	0.1169647527
2883	0.1169289285
2884	0.1168940902
2885	0.1168772167
2886	0.1168634543
2887	0.1168557256
2888	0.1168238056
2889	0.1167968788
2890	0.1167707947
2891	0.1167557473
2892	0.1167366662
2893	0.11669582
2894	0.1166757005
2895	0.1166518312
2896	0.1166331137
2897	0.1166251751
2898	0.1165892443
2899	0.1165691833
2900	0.1165506938
2901	0.1165418483
2902	0.116508655
2903	0.1164993937
2904	0.1164898937
2905	0.1164720572
2906	0.116441165
2907	0.1164093837
2908	0.1163943026
2909	0.1163679214
2910	0.1163232443
2911	0.116302152
2912	0.1162754981
2913	0.1162509034
2914	0.1162389681
2915	0.116224748
2916	0.1162162609
2917	0.1161828606
2918	0.1161492085
2919	0.1161384729
2920	0.1161216407
2921	0.1160972679
2922	0.1160786901
2923	0.1160625279
